Alpha,SNP_A,SNP_B,SNP_C
0.503309,N28,N30,M1T3
0.503309,N28,M2Q3,M2Q4
0.503309,N22,N36,M2Q3
0.503309,N17,M0P1,M1T3
0.503309,N16,N20,N27
0.503309,N12,N20,N36
0.503308,N5,N14,N30
0.503308,N3,N9,N31
0.503308,N3,N23,M2Q2
0.503308,N22,N30,N31
0.503308,N13,N36,M2Q3
0.503308,N13,N24,N35
0.503307,N19,N36,M1T3
0.503307,N16,N32,M2Q1
0.503307,N11,N16,N18
0.503306,N8,N9,M1T1
0.503306,N24,N40,M0P1
0.503306,N16,N40,M2Q4
0.503306,N15,N28,M0P2
0.503306,N13,N16,M2Q2
0.503306,N12,N33,M1T2
0.503306,N10,N20,N29
0.503305,N8,N12,N20
0.503305,N6,N22,M2Q4
0.503305,N5,N12,M2Q1
0.503305,N4,N11,N33
0.503305,N24,N32,N39
0.503305,N24,M1T1,M2Q2
0.503305,N18,N36,M1T2
0.503305,N18,M0P2,M2Q1
0.503305,N13,N14,N34
0.503304,N6,N19,N39
0.503304,N5,N18,N24
0.503304,N16,N37,N40
0.503304,N11,N15,N18
0.503304,N10,N12,N40
0.503303,N8,N18,N29
0.503303,N6,M1T1,M2Q1
0.503303,N2,N15,N24
0.503303,N25,N38,M0P1
0.503303,N15,N32,M2Q2
0.503302,N9,N31,M1T2
0.503302,N9,N20,N21
0.503302,N3,N23,N39
0.503302,N3,N16,N31
0.503302,N2,N10,N35
0.503302,N22,N26,N34
0.503302,N10,N33,N40
0.503302,N10,N18,N27
0.503301,N8,N24,M2Q4
0.503301,N8,N20,M1T3
0.503301,N4,N36,N40
0.503301,N2,N3,N29
0.503301,N19,N22,M0P2
0.503300,N9,N38,M1T2
0.503300,N8,N22,M1T2
0.503300,N7,N15,M2Q4
0.503300,N6,N35,M1T3
0.503300,N4,N22,N35
0.503299,N9,M1T1,M2Q4
0.503299,N8,N33,N39
0.503299,N16,N36,N39
0.503299,N14,M0P1,M2Q2
0.503298,N3,N30,M1T2
0.503298,N29,N36,M2Q3
0.503298,N22,N25,N31
0.503298,N16,N34,M2Q3
0.503298,N15,N29,N40
0.503298,N14,N22,N26
0.503298,N13,N25,N39
0.503298,N12,N35,N37
0.503297,N8,N28,M0P1
0.503297,N8,N16,N29
0.503297,N3,N31,N40
0.503297,N33,N39,M0P2
0.503296,N8,N12,N39
0.503296,N7,N16,M0P2
0.503296,N31,N33,M0P1
0.503296,N24,N27,N33
0.503296,N18,N26,N37
0.503296,N11,N26,N40
0.503295,N6,N7,N12
0.503295,N25,N26,M1T3
0.503295,N14,N34,M2Q3
0.503294,N7,N26,N27
0.503294,N6,N28,M1T3
0.503294,N33,N40,M0P1
0.503294,N10,N33,N35
0.503293,N35,N36,M2Q4
0.503293,N31,N40,M0P2
0.503293,N2,N9,N27
0.503293,N2,N4,M2Q3
0.503293,N19,M1T1,M1T3
0.503293,N17,N24,M2Q1
0.503293,N15,N19,M1T2
0.503292,N7,N19,N26
0.503292,N2,N5,N18
0.503291,N4,N9,N18
0.503291,N33,M1T2,M2Q4
0.503291,N2,N16,M2Q1
0.503291,N22,N36,M0P1
0.503291,N18,N26,M2Q3
0.503291,N11,N13,M1T2
0.503290,N8,N18,N36
0.503290,N7,N35,M0P1
0.503290,N24,N39,M2Q3
0.503290,N20,N26,N31
0.503290,N18,N25,N37
0.503290,N16,N26,M2Q2
0.503290,N13,N19,N31
0.503289,N7,N39,M2Q1
0.503289,N2,N4,N36
0.503289,N25,N29,N34
0.503288,N9,N34,M2Q2
0.503288,N3,N10,M1T2
0.503288,N35,M0P1,M1T3
0.503288,N17,N23,M2Q2
0.503288,N13,N37,M2Q1
0.503288,N12,N27,M1T1
0.503288,N10,N27,M1T1
0.503288,N10,M0P1,M1T3
0.503287,N20,N31,N34
0.503287,N13,M0P2,M1T3
0.503287,N10,N23,N24
0.503286,N9,N11,N15
0.503286,N8,N11,N39
0.503286,N6,N16,N39
0.503286,N5,N6,N39
0.503286,N35,M1T1,M2Q3
0.503286,N2,N31,N40
0.503286,N15,N35,N36
0.503286,N10,M1T2,M2Q4
0.503285,N6,N7,M1T2
0.503285,N3,N24,N39
0.503285,N32,M2Q2,M2Q3
0.503285,N26,N30,N39
0.503285,N25,M2Q3,M2Q4
0.503285,N13,N36,M0P1
0.503285,N13,N28,M1T3
0.503285,N13,N17,N34
0.503284,N8,N28,M1T1
0.503284,N8,N20,N34
0.503284,N4,N19,N37
0.503284,N4,N15,N21
0.503284,N29,N36,M1T2
0.503284,N28,N40,M1T1
0.503284,N10,N14,M0P1
0.503283,N36,N38,M1T2
0.503283,N31,N39,M0P2
0.503283,N27,N28,N36
0.503283,N21,N23,M1T3
0.503283,N16,N33,M0P1
0.503283,N16,N24,M2Q3
0.503283,N12,N35,M1T1
0.503282,N7,N35,N38
0.503282,N5,N24,N39
0.503282,N4,N22,M2Q3
0.503282,N4,N16,N31
0.503282,N4,N12,N15
0.503282,N2,N15,M2Q4
0.503282,N24,N31,N32
0.503282,N13,N34,N36
0.503281,N7,N23,N32
0.503281,N4,N30,N32
0.503281,N3,N4,N37
0.503281,N2,N22,M1T3
0.503281,N28,N31,N36
0.503281,N23,N40,M1T2
0.503281,N18,N27,N40
0.503280,N7,N15,N30
0.503280,N28,N36,M2Q2
0.503280,N24,M0P2,M1T2
0.503280,N12,N28,N30
0.503280,N10,N14,M2Q4
0.503279,N7,N9,M0P2
0.503279,N7,N15,N40
0.503279,N6,N10,N22
0.503279,N4,N20,N40
0.503279,N31,N35,N36
0.503279,N28,N36,M1T2
0.503279,N25,N35,M1T2
0.503279,N23,N24,N30
0.503279,N13,N14,N18
0.503278,N8,N24,M1T2
0.503278,N7,N13,N28
0.503278,N4,N18,M2Q1
0.503278,N2,N14,N29
0.503278,N25,N34,N36
0.503278,N20,N22,M1T1
0.503278,N19,N36,M0P1
0.503278,N18,N37,N38
0.503278,N15,M2Q2,M2Q3
0.503278,N13,N24,M1T2
0.503278,N12,N35,N40
0.503278,N11,N22,N33
0.503277,N8,N33,N34
0.503277,N7,N21,N33
0.503277,N4,N31,M2Q1
0.503277,N22,M0P2,M2Q1
0.503277,N13,N24,M1T3
0.503277,N12,N20,N21
0.503276,N8,N24,N34
0.503276,N4,N16,M0P2
0.503276,N16,N29,N31
0.503276,N12,N15,M2Q2
0.503276,N11,N24,M2Q4
0.503275,N9,N28,N38
0.503275,N9,N22,M2Q3
0.503275,N9,N11,N22
0.503275,N6,N19,N20
0.503275,N4,N7,N26
0.503275,N4,N12,N33
0.503275,N26,M0P1,M1T2
0.503275,N24,N32,M2Q2
0.503275,N20,M0P2,M2Q4
0.503275,N13,N39,M2Q3
0.503275,N11,N22,N37
0.503274,N30,N37,N38
0.503274,N16,N29,N36
0.503274,N10,N11,N28
0.503273,N9,N18,M2Q1
0.503273,N7,N29,M1T2
0.503273,N3,N8,M1T1
0.503273,N27,M1T3,M2Q2
0.503273,N16,N39,M2Q1
0.503272,N9,N26,M2Q2
0.503272,N6,N33,N34
0.503272,N30,N32,M2Q2
0.503272,N15,N37,M2Q1
0.503272,N10,N12,N31
0.503271,N7,N14,N34
0.503271,N26,N31,N38
0.503271,N15,M2Q1,M2Q2
0.503270,N7,N29,N30
0.503270,N6,N31,M2Q2
0.503270,N2,N31,M2Q1
0.503270,N2,N11,N32
0.503270,N26,N40,M2Q4
0.503270,N22,N40,M0P1
0.503270,N10,N32,M2Q1
0.503269,N9,N10,M1T1
0.503269,N8,N16,M2Q1
0.503269,N19,N38,M1T3
0.503268,N9,N17,M1T2
0.503268,N4,N33,N36
0.503268,N2,N12,N25
0.503268,N22,N40,M1T2
0.503268,N14,N28,N39
0.503268,N12,N18,M0P2
0.503267,N6,N30,N31
0.503267,N2,N6,M2Q1
0.503267,N2,N25,M2Q2
0.503267,N28,N37,N38
0.503267,N22,N26,M2Q2
0.503267,N17,N24,N39
0.503266,N8,N15,N36
0.503266,N8,N10,N39
0.503266,N7,N15,N16
0.503266,N5,N11,N22
0.503266,N3,M1T1,M2Q3
0.503266,N2,N6,N36
0.503266,N2,N5,M2Q3
0.503266,N2,N30,N32
0.503266,N2,N13,N24
0.503266,N22,N27,N30
0.503266,N21,N28,N31
0.503266,N18,N20,M1T2
0.503266,N14,N37,M1T3
0.503266,N11,N19,N37
0.503265,N23,M0P1,M2Q3
0.503265,N19,N34,N39
0.503265,N17,N22,N24
0.503265,N11,N13,M2Q1
0.503265,N10,N18,N26
0.503264,N7,N33,N39
0.503264,N6,N10,N30
0.503264,N12,N29,N40
0.503263,N8,N20,N35
0.503263,N4,N22,N33
0.503263,N4,N16,N35
0.503263,N3,N18,N23
0.503263,N39,M0P1,M1T3
0.503263,N38,N40,M0P1
0.503263,N13,N32,M2Q2
0.503263,N13,N14,N37
0.503263,N10,N13,N20
0.503262,N9,N35,M1T2
0.503262,N8,N24,N33
0.503262,N6,N7,N10
0.503262,N31,N34,M0P1
0.503262,N11,N40,M2Q3
0.503261,N7,N30,M0P1
0.503261,N5,N15,N36
0.503261,N4,N18,N39
0.503261,N4,N15,N30
0.503261,N3,N9,M1T2
0.503261,N33,N34,M2Q2
0.503261,N32,N38,M1T2
0.503261,N10,N37,M2Q3
0.503260,N9,N15,N36
0.503260,N6,N24,M0P1
0.503260,N5,N20,M1T3
0.503260,N36,M1T1,M1T2
0.503260,N22,N27,N35
0.503260,N16,N29,N39
0.503260,N13,M1T1,M2Q3
0.503260,N10,N17,M1T2
0.503259,N9,N12,N29
0.503259,N6,M0P2,M1T3
0.503259,N4,N18,N34
0.503259,N3,N13,N31
0.503259,N2,N9,N10
0.503259,N18,N33,M0P2
0.503259,N15,N38,M2Q3
0.503258,N40,M0P2,M2Q3
0.503258,N3,N39,M0P2
0.503258,N27,N33,M2Q2
0.503258,N20,N22,N40
0.503258,N10,N15,M1T2
0.503258,N10,N11,M1T1
0.503258,M1T1,M1T3,M2Q1
0.503257,N8,N22,N31
0.503257,N7,N8,N28
0.503257,N4,N12,N34
0.503257,N23,N30,M1T1
0.503257,N14,N22,N24
0.503257,N12,N18,N37
0.503256,N7,N10,N34
0.503256,N6,N12,N20
0.503256,N23,M1T2,M1T3
0.503255,N3,N30,N31
0.503255,N2,N9,N15
0.503255,N2,N36,M0P2
0.503255,N23,N25,M2Q1
0.503255,N20,N26,M2Q1
0.503255,N12,N40,M1T3
0.503255,N11,N13,N14
0.503254,N3,N4,N31
0.503254,N18,N37,N40
0.503254,N16,N24,M2Q1
0.503254,N13,N27,M0P1
0.503253,N23,N30,N32
0.503253,N22,N35,M0P1
0.503253,N12,N20,N30
0.503252,N9,N29,N38
0.503252,N9,N10,N32
0.503252,N2,N22,N28
0.503252,N23,N30,M2Q3
0.503252,N20,N40,M2Q4
0.503252,N15,N22,M1T2
0.503252,N13,N36,M2Q2
0.503252,N13,N14,M0P1
0.503252,N12,N20,N25
0.503251,N9,N19,N37
0.503251,N32,N36,N39
0.503251,N24,N30,M1T1
0.503251,N20,N34,M1T2
0.503251,N18,N27,M1T1
0.503251,N18,N26,M2Q4
0.503250,N7,M0P2,M2Q4
0.503250,N21,N31,N36
0.503250,N16,N18,N29
0.503250,N11,N15,N29
0.503249,N7,N11,N30
0.503249,N5,N30,N33
0.503249,N3,M0P2,M2Q3
0.503249,N34,M2Q3,M2Q4
0.503249,N32,N40,M2Q2
0.503249,N2,M2Q1,M2Q3
0.503249,N24,N27,M1T1
0.503249,N15,N18,N26
0.503249,N14,N20,N22
0.503249,N10,N40,M2Q4
0.503248,N5,N22,M1T3
0.503248,N2,N29,M1T2
0.503248,N28,N39,M2Q2
0.503248,N24,N28,M2Q2
0.503247,N2,N12,N15
0.503247,N18,N27,N32
0.503247,N18,N22,N32
0.503246,N5,N35,M1T2
0.503246,N3,N31,N35
0.503246,N32,M1T1,M2Q2
0.503246,N25,N36,M2Q1
0.503246,N13,N24,M0P2
0.503245,N6,N24,N30
0.503245,N4,N12,M2Q2
0.503245,N30,N35,M2Q2
0.503245,N16,N17,N40
0.503245,N11,N13,N36
0.503245,N10,N22,N30
0.503244,N6,N22,M1T3
0.503244,N5,N23,M2Q2
0.503244,N2,N27,M0P2
0.503244,N2,N10,N36
0.503244,N12,N22,N24
0.503244,N11,N32,M1T3
0.503243,N6,N17,N40
0.503243,N3,N12,N20
0.503243,N3,N10,N39
0.503243,N2,N6,N18
0.503243,N24,N35,N39
0.503243,N22,M0P1,M2Q3
0.503243,N20,N33,N39
0.503243,N13,N31,N40
0.503243,N13,N18,N40
0.503243,N13,N17,M0P1
0.503242,N4,N18,N32
0.503242,N40,M1T1,M2Q4
0.503242,N40,M0P1,M1T1
0.503242,N3,N6,N34
0.503242,N27,N31,N39
0.503242,N27,N30,N33
0.503242,N24,N29,N39
0.503242,N22,N24,N35
0.503242,N15,N21,M1T3
0.503242,N11,N35,N39
0.503242,N10,N33,N34
0.503241,N5,M1T3,M2Q1
0.503241,N4,M0P2,M2Q2
0.503241,N31,M1T1,M1T2
0.503240,N8,N27,N34
0.503240,N4,N34,N37
0.503240,N22,N23,M1T2
0.503239,N5,N31,M2Q4
0.503239,N4,N5,N36
0.503239,N31,N32,N38
0.503239,N29,N37,M1T1
0.503239,N22,N24,M0P1
0.503239,N18,N23,M1T1
0.503239,N10,N18,N39
0.503239,N10,N18,N29
0.503238,N7,N38,M0P2
0.503238,N2,N3,N7
0.503237,N8,N36,N39
0.503237,N7,N19,N24
0.503237,N6,N16,M2Q2
0.503237,N4,N9,N35
0.503237,N3,N29,N31
0.503237,N3,N17,M2Q2
0.503237,N22,N34,N39
0.503237,N18,N33,N34
0.503237,N13,N38,M1T2
0.503237,N13,N30,N35
0.503236,N9,N12,N25
0.503236,N4,N12,N16
0.503236,N2,N37,M2Q3
0.503236,N16,N28,N36
0.503236,N13,N24,M2Q4
0.503236,N11,N24,N37
0.503236,N11,N16,N31
0.503235,N8,N17,M1T3
0.503235,N6,N34,M2Q3
0.503235,N6,M1T3,M2Q3
0.503235,N4,N6,N17
0.503235,N2,N33,M2Q1
0.503235,N27,N33,M0P2
0.503235,N24,N30,N33
0.503235,N16,N33,M2Q2
0.503235,N12,N16,N39
0.503234,N5,M2Q2,M2Q3
0.503234,N3,N8,N34
0.503234,N2,N9,N28
0.503234,N21,N31,N34
0.503234,N17,N34,N37
0.503234,N12,N23,N31
0.503234,N11,N18,N34
0.503233,N9,N17,M2Q3
0.503233,N3,N35,M2Q4
0.503233,N28,N33,M1T1
0.503233,N25,N34,M1T1
0.503233,N20,N32,N40
0.503233,N17,N20,M2Q2
0.503233,N15,M0P2,M2Q2
0.503233,N13,N18,N38
0.503233,N10,N32,N36
0.503232,N9,N12,N40
0.503232,N2,N20,M2Q1
0.503232,N20,N29,N33
0.503232,N20,N22,N37
0.503232,N19,N24,N36
0.503232,N19,N23,M0P1
0.503232,N16,N18,N22
0.503231,N7,N30,N38
0.503231,N6,N36,M2Q1
0.503231,N2,N3,M2Q2
0.503231,N29,N38,M1T3
0.503231,N15,M2Q1,M2Q3
0.503231,N12,N22,M0P1
0.503230,N8,N12,N14
0.503230,N7,N9,N28
0.503230,N7,N9,N16
0.503230,N7,N10,N15
0.503230,N2,N21,N31
0.503230,N29,N37,M0P1
0.503229,N7,N13,N38
0.503229,N6,N15,N19
0.503229,N4,N19,M1T3
0.503229,N36,M2Q1,M2Q2
0.503229,N15,N20,N22
0.503229,N12,N18,M2Q4
0.503229,N11,N29,N39
0.503229,N11,N12,N27
0.503228,N9,N14,N22
0.503228,N7,N10,M0P2
0.503228,N29,N35,M1T2
0.503228,N26,N33,N36
0.503227,N6,N30,M2Q4
0.503227,N4,N31,N34
0.503227,N3,N4,M1T1
0.503227,N29,N40,M2Q1
0.503227,N21,M0P2,M1T3
0.503227,N10,N26,N31
0.503226,N9,N18,N19
0.503226,N6,N8,M2Q4
0.503226,N27,N40,M1T3
0.503226,N24,M0P1,M2Q3
0.503226,N20,N37,M1T1
0.503226,N20,N36,M1T2
0.503226,N13,N37,M0P2
0.503226,N12,N30,M2Q4
0.503225,N5,N12,M1T3
0.503225,N3,N31,M0P1
0.503225,N18,N26,N34
0.503225,N14,N31,N33
0.503224,N11,N14,N31
0.503224,M0P1,M1T1,M2Q1
0.503223,N6,N33,N36
0.503223,N35,N38,M1T3
0.503223,N22,N29,N37
0.503222,N9,N13,M1T3
0.503222,N7,N14,N30
0.503222,N7,N14,N29
0.503222,N12,N14,N30
0.503222,N11,N21,M2Q3
0.503221,N9,N33,M1T1
0.503221,N8,N34,M0P2
0.503221,N5,N20,M2Q2
0.503221,N4,N7,N28
0.503221,N24,N34,N38
0.503221,N23,N31,N32
0.503221,N18,N19,N24
0.503221,N12,N24,N36
0.503221,N10,M0P1,M2Q1
0.503220,N9,N27,N37
0.503220,N8,N15,M2Q2
0.503220,N7,N37,N38
0.503220,N7,N15,N28
0.503220,N7,N11,M0P1
0.503220,N3,N15,N23
0.503220,N2,N9,N22
0.503220,N2,N33,M0P2
0.503220,N19,N28,M2Q3
0.503220,N11,N17,M0P1
0.503220,N11,M2Q1,M2Q4
0.503220,N10,N29,N38
0.503219,N7,N34,M0P1
0.503219,N6,N8,N18
0.503219,N3,N10,N19
0.503219,N31,N32,N39
0.503219,N22,N30,N37
0.503219,N13,N20,N35
0.503219,N10,N18,M2Q3
0.503218,N9,M1T3,M2Q1
0.503218,N5,N21,N30
0.503218,N3,N12,N29
0.503218,N29,N36,M2Q2
0.503218,N28,M0P1,M1T1
0.503218,N26,N27,N31
0.503218,N13,N26,M2Q1
0.503218,N11,N26,M2Q2
0.503217,N4,N6,N23
0.503217,N2,N38,M2Q3
0.503217,N20,N33,N38
0.503217,N15,N39,M2Q2
0.503217,N12,N31,N34
0.503217,M1T3,M2Q1,M2Q2
0.503216,N8,N33,M1T1
0.503216,N6,N34,N36
0.503216,N2,N10,M1T1
0.503216,N18,N32,M0P1
0.503216,N16,N17,M1T3
0.503215,N29,N39,M0P1
0.503215,N26,N31,M1T1
0.503214,N6,N38,M1T3
0.503214,N6,N22,N31
0.503214,N6,N13,N24
0.503214,N40,M1T3,M2Q2
0.503214,N38,M1T1,M2Q3
0.503214,N15,M0P1,M1T2
0.503213,N7,N25,N35
0.503213,N34,N37,M1T2
0.503213,N23,N28,M2Q2
0.503213,N12,N14,N25
0.503213,N10,N12,N22
0.503212,N9,N22,N39
0.503212,N7,N8,M2Q1
0.503212,N4,N21,N33
0.503212,N21,N37,M1T3
0.503212,N20,N24,N35
0.503212,N19,M0P2,M1T2
0.503212,N15,N30,M1T3
0.503212,N13,N20,N29
0.503211,N2,N27,N33
0.503211,N18,N25,N39
0.503211,N13,N22,N27
0.503211,N11,N38,M1T2
0.503210,N9,N31,N39
0.503210,N6,N17,N35
0.503210,N30,M1T3,M2Q3
0.503210,N11,N24,N33
0.503209,N3,N17,M1T1
0.503209,N27,N38,M2Q1
0.503209,N23,N39,M1T3
0.503209,N22,N36,N38
0.503209,N14,M0P1,M2Q1
0.503209,N13,M2Q2,M2Q4
0.503208,N6,N37,N38
0.503208,N6,N25,N34
0.503208,N6,N25,M1T3
0.503208,N34,N39,M2Q1
0.503208,N2,N4,N15
0.503208,N29,M0P2,M2Q4
0.503208,N18,M0P2,M2Q4
0.503208,N16,N21,M2Q3
0.503208,N15,N30,N36
0.503207,N8,N24,M1T1
0.503207,N2,N26,M0P1
0.503207,N25,N34,M2Q2
0.503207,N15,N28,M0P1
0.503206,N39,N40,M0P1
0.503206,N21,N33,N36
0.503206,N18,N24,N25
0.503206,N12,N20,N37
0.503205,N9,N13,N18
0.503205,N34,N35,M1T1
0.503205,N27,N37,N40
0.503205,N27,N35,M2Q2
0.503205,N20,N22,N25
0.503205,N19,N30,N37
0.503205,N11,N29,N32
0.503205,N11,N27,M1T3
0.503205,N11,N19,N24
0.503205,N10,N12,M1T3
0.503204,N8,N34,N36
0.503204,N8,N18,M2Q2
0.503203,N8,N29,N31
0.503203,N6,N29,M2Q4
0.503203,N4,N18,M2Q4
0.503203,N3,N7,N11
0.503203,N3,N15,N39
0.503203,N18,N19,N28
0.503203,N16,N23,N37
0.503203,N11,N30,M2Q3
0.503202,N7,M1T1,M1T2
0.503202,N20,N31,M2Q4
0.503202,N12,N20,N27
0.503202,N12,N19,M2Q1
0.503202,N10,N31,N34
0.503201,N9,N23,N38
0.503201,N6,N20,M0P1
0.503201,N5,N20,N29
0.503201,N5,N12,N34
0.503201,N3,N24,N30
0.503201,N3,N20,N35
0.503201,N30,N36,M0P2
0.503201,N12,N39,M0P2
0.503201,N11,N26,N36
0.503201,N10,N14,N20
0.503200,N7,N21,M2Q2
0.503200,N6,N40,M0P1
0.503200,N6,N30,M0P2
0.503200,N17,N35,M1T2
0.503200,N17,N24,M0P2
0.503200,N16,N30,N31
0.503200,N15,N28,M2Q2
0.503199,N6,N31,M0P2
0.503199,N5,N6,M1T3
0.503199,N32,N37,M1T3
0.503199,N24,M1T1,M2Q4
0.503199,N17,N18,N28
0.503198,N7,N8,M0P2
0.503198,N24,N27,M1T3
0.503198,N23,N30,N36
0.503198,N22,M0P2,M2Q2
0.503198,N17,N18,M1T1
0.503198,N14,N20,N33
0.503198,N14,M0P2,M2Q1
0.503198,N12,N31,M2Q2
0.503198,N12,N18,M0P1
0.503197,N4,N19,N33
0.503197,N37,N39,M0P1
0.503197,N33,M2Q1,M2Q2
0.503197,N31,N35,N38
0.503197,N19,N34,N38
0.503197,N18,N22,M2Q2
0.503197,N11,M2Q2,M2Q3
0.503197,N10,N11,M1T2
0.503196,N7,N32,M2Q2
0.503196,N2,N20,N24
0.503196,N15,N40,M2Q1
0.503195,N4,N16,N34
0.503195,N4,N16,M2Q3
0.503195,N3,N4,M2Q2
0.503195,N39,M1T1,M1T2
0.503195,N10,N38,M2Q3
0.503194,N4,N22,N30
0.503194,N38,M1T1,M2Q4
0.503194,N23,N39,M1T1
0.503194,N22,N24,M2Q3
0.503194,N17,N23,M1T1
0.503194,N16,N34,N36
0.503194,N13,N37,M1T3
0.503194,N11,N18,N40
0.503194,N11,N12,N28
0.503193,N8,N21,N33
0.503193,N22,N29,M1T1
0.503192,N7,N32,M0P1
0.503192,N6,N16,N31
0.503192,N5,N31,N36
0.503192,N4,N10,M1T3
0.503192,N3,N23,N33
0.503192,N3,M2Q1,M2Q3
0.503192,N2,N18,N25
0.503192,N15,N38,M1T3
0.503192,N12,N21,N30
0.503191,N32,N37,M2Q3
0.503191,N27,N28,M2Q1
0.503191,N19,N31,N36
0.503191,N17,N28,N36
0.503191,N12,N28,N36
0.503191,N10,N32,M1T3
0.503190,N7,N27,M1T2
0.503190,N36,N37,M2Q4
0.503190,N30,N32,M0P2
0.503190,N14,N36,M0P1
0.503190,N12,N24,N34
0.503189,N7,N28,N37
0.503189,N7,N10,N27
0.503189,N3,N32,N40
0.503189,N2,N20,N38
0.503189,N15,N24,N34
0.503189,N11,N12,M1T2
0.503188,N7,N8,N29
0.503188,N4,N23,N31
0.503188,N23,N31,N39
0.503188,N20,N34,M2Q1
0.503187,N7,N10,N37
0.503187,N5,N35,M1T1
0.503187,N19,N29,N40
0.503187,N18,N37,M0P2
0.503187,N13,N16,N19
0.503187,N10,N24,N33
0.503186,N9,N19,N32
0.503186,N6,N31,M0P1
0.503186,N3,N26,M2Q3
0.503186,N30,N34,M0P2
0.503186,N18,N19,N29
0.503186,N17,N28,M0P1
0.503186,N17,N18,N30
0.503185,N9,N15,N34
0.503185,N8,N19,N31
0.503185,N3,N12,M1T3
0.503185,N30,N31,M1T3
0.503185,N29,M2Q2,M2Q4
0.503185,N21,N31,M2Q1
0.503185,N18,N37,M0P1
0.503185,N18,M1T2,M2Q4
0.503185,N12,N26,N31
0.503185,N11,N34,M0P1
0.503185,N10,M1T2,M2Q3
0.503185,N10,M0P1,M1T1
0.503184,N4,N15,N28
0.503184,N18,N26,M2Q2
0.503183,N7,N38,M2Q2
0.503183,N6,N16,N34
0.503183,N3,N11,M1T1
0.503183,N30,N40,M2Q4
0.503183,N28,N29,N40
0.503183,N13,N22,N25
0.503182,N9,N12,M2Q2
0.503182,N2,N9,M1T2
0.503182,N2,N22,N27
0.503182,N16,N23,M2Q2
0.503181,N9,N12,N23
0.503181,N6,N18,N25
0.503181,N37,N40,M2Q3
0.503181,N37,N39,M0P2
0.503181,N15,N34,M0P2
0.503181,N15,N28,N34
0.503181,N14,M1T3,M2Q1
0.503181,N13,N14,N24
0.503180,N4,N24,N31
0.503180,N4,N19,N35
0.503180,N3,N28,N31
0.503180,N32,M1T1,M2Q3
0.503180,N2,N12,N40
0.503180,N19,N20,M2Q1
0.503180,N18,N26,M0P2
0.503180,N16,N37,M0P2
0.503180,N14,N31,M0P2
0.503179,N9,M1T1,M2Q2
0.503179,N4,N22,M2Q4
0.503179,N3,N4,N39
0.503179,N32,N36,M1T2
0.503179,N24,N26,N36
0.503179,N13,N21,M1T3
0.503179,N13,M0P1,M1T3
0.503178,N8,N37,N39
0.503178,N4,N29,N31
0.503178,N3,N7,N8
0.503177,N4,N29,M0P2
0.503177,N33,N38,M2Q1
0.503177,N18,N32,M1T1
0.503177,N18,N24,N27
0.503177,N17,N40,M0P2
0.503177,N15,N27,M2Q2
0.503176,N2,N4,N18
0.503176,N2,M0P1,M2Q2
0.503176,N28,M0P1,M1T3
0.503176,N13,N39,M0P1
0.503176,N12,N28,M2Q1
0.503175,N8,N9,N37
0.503175,N7,N10,M1T2
0.503175,N29,N34,M1T1
0.503175,N27,N30,M1T3
0.503175,N27,N29,N37
0.503175,N16,N17,N31
0.503175,N11,N17,N18
0.503175,N10,N37,M2Q1
0.503174,N6,N22,M2Q3
0.503174,N4,N9,N38
0.503174,N4,N10,N31
0.503174,N3,N34,M2Q3
0.503174,N3,N29,M1T2
0.503174,N3,M0P1,M2Q2
0.503174,N36,N37,M2Q3
0.503174,N30,N31,N36
0.503174,N22,N38,M1T3
0.503174,N22,N37,M2Q1
0.503174,N22,N32,N36
0.503174,N21,N34,N35
0.503174,N11,N25,N39
0.503173,N8,N34,N40
0.503173,N6,N38,M2Q1
0.503173,N39,M0P1,M2Q4
0.503173,N31,M2Q2,M2Q4
0.503173,N2,N7,N9
0.503173,N2,N4,N24
0.503173,N2,N19,M0P2
0.503173,N17,N35,M1T1
0.503173,N16,N34,N38
0.503173,N13,N19,N29
0.503173,N10,N38,M1T3
0.503172,N8,N10,N37
0.503172,N6,N32,N36
0.503172,N3,N24,N37
0.503172,N30,M1T1,M2Q4
0.503172,N16,N26,M1T2
0.503171,N31,N40,M1T2
0.503171,N22,N24,M2Q1
0.503171,N20,N24,M0P2
0.503171,N19,N29,N31
0.503171,N12,N30,M2Q2
0.503170,N2,N5,N33
0.503170,N29,N31,N32
0.503170,N18,N25,M0P1
0.503170,N17,N26,M2Q2
0.503170,N17,M1T1,M1T2
0.503170,N14,N28,M1T3
0.503170,N12,N27,N31
0.503169,N7,N20,N39
0.503169,N6,N9,N38
0.503169,N6,N20,N28
0.503169,N32,N33,M2Q1
0.503169,N2,N31,N32
0.503169,N27,N31,M1T1
0.503168,N9,N14,N20
0.503168,N8,N29,M2Q4
0.503168,N7,N14,N39
0.503168,N4,N12,N36
0.503168,N2,N5,N7
0.503168,N18,N21,N27
0.503168,N15,N29,N36
0.503167,N4,N36,N37
0.503167,N27,N30,M1T1
0.503167,N11,N23,N36
0.503166,N7,N12,N27
0.503166,N4,N17,M2Q3
0.503166,N3,N31,N36
0.503166,N3,N28,N39
0.503166,N30,N36,M2Q3
0.503166,N30,N34,N38
0.503166,N27,N36,N40
0.503166,N21,N29,N37
0.503166,N14,N21,M1T3
0.503166,N14,N18,N37
0.503165,N6,N18,N40
0.503165,N5,N16,M2Q3
0.503165,N3,M1T1,M2Q4
0.503165,N35,M1T2,M2Q1
